"","coopid","Functionality","year","month","catch_lobsters","value_lobsters"
"1277",14,9.215686275,2013,"AGOSTO",3800,950000
"1278",14,9.215686275,2013,"SEPTIEMBRE",35190,8006000
"1279",14,9.215686275,2013,"OCTUBRE",41228,8050448
"1280",14,9.215686275,2013,"NOVIEMBRE",28941,5505670
"1281",14,9.215686275,2013,"DICIEMBRE",29006,6366568
"1282",14,9.215686275,2014,"ENERO",22442,5655384
"1283",14,9.215686275,2014,"FEBRERO",9042,2540802
"1284",14,9.215686275,2014,"ABRIL",NA,NA
"1285",14,9.215686275,2014,"MAYO",NA,NA
"1286",14,9.215686275,2014,"JUNIO",NA,NA
"1287",14,9.215686275,2014,"JULIO",NA,NA
"1288",14,9.215686275,2014,"SEPTIEMBRE",27940,6705600
"1289",14,9.215686275,2014,"OCTUBRE",24664,5258994
"1290",14,9.215686275,2014,"NOVIEMBRE",13117,2733629
"1291",14,9.215686275,2014,"DICIEMBRE",18248,4900202
"1292",14,9.215686275,2015,"ENERO",5504,1513600
"1293",14,9.215686275,2015,"FEBRERO",2612,697404
"1294",14,9.215686275,2015,"MAYO",NA,NA
"1295",14,9.215686275,2015,"JUNIO",NA,NA
"1296",14,9.215686275,2015,"SEPTIEMBRE",26727,7070701
"1297",14,9.215686275,2015,"OCTUBRE",14845,3046268
"1298",14,9.215686275,2015,"NOVIEMBRE",9493,2254051
"1299",14,9.215686275,2015,"DICIEMBRE",8657,2237903
"1300",14,9.215686275,2016,"ENERO",5281,1402774
"1301",14,9.215686275,2016,"FEBRERO",2113,543041
"1302",14,9.215686275,2016,"JUNIO",NA,NA
"1303",14,9.215686275,2016,"JULIO",NA,NA
"1304",14,9.215686275,2016,"AGOSTO",NA,NA
"1305",14,9.215686275,2016,"SEPTIEMBRE",18674,4799218
"1306",14,9.215686275,2016,"OCTUBRE",19806,5171605
"1307",14,9.215686275,2016,"NOVIEMBRE",11031,3140099
"1308",14,9.215686275,2016,"DICIEMBRE",10448,3016507
"1309",15,6.176470588,2012,"AGOSTO",NA,NA
"1310",15,6.176470588,2012,"SEPTIEMBRE",NA,NA
"1311",15,6.176470588,2013,"ABRIL",NA,NA
"1312",16,7.720588235,2010,"ABRIL",NA,NA
"1313",16,7.720588235,2010,"JULIO",NA,NA
"1314",16,7.720588235,2011,"FEBRERO",NA,NA
"1315",16,7.720588235,2012,"NOVIEMBRE",NA,NA
"1316",16,7.720588235,2012,"DICIEMBRE",NA,NA
"1317",16,7.720588235,2013,"ENERO",NA,NA
"1318",16,7.720588235,2013,"FEBRERO",NA,NA
"1319",16,7.720588235,2014,"JUNIO",NA,NA
"1320",16,7.720588235,2014,"JULIO",NA,NA
"1321",16,7.720588235,2014,"AGOSTO",NA,NA
"1322",16,7.720588235,2014,"SEPTIEMBRE",NA,NA
"1323",16,7.720588235,2014,"OCTUBRE",NA,NA
"1324",16,7.720588235,2014,"NOVIEMBRE",NA,NA
"1325",16,7.720588235,2014,"DICIEMBRE",NA,NA
"1326",16,7.720588235,2015,"ENERO",NA,NA
"1327",16,7.720588235,2015,"NOVIEMBRE",NA,NA
"1328",16,7.720588235,2015,"DICIEMBRE",NA,NA
"1329",16,7.720588235,2016,"ENERO",NA,NA
"1330",16,7.720588235,2016,"FEBRERO",NA,NA
"1331",17,8.823529412,2000,"ENERO",1474,308675
"1332",17,8.823529412,2000,"FEBRERO",2913,641385
"1333",17,8.823529412,2000,"MARZO",320,83200
"1334",17,8.823529412,2000,"ABRIL",851,204240
"1335",17,8.823529412,2000,"JULIO",2663,597160
"1336",17,8.823529412,2000,"AGOSTO",1500,368880
"1337",17,8.823529412,2000,"SEPTIEMBRE",1636,406360
"1338",17,8.823529412,2000,"OCTUBRE",1261,320740
"1339",17,8.823529412,2000,"NOVIEMBRE",1725,426810
"1340",17,8.823529412,2000,"DICIEMBRE",707,171480
"1341",17,8.823529412,2001,"ENERO",892,240840
"1342",17,8.823529412,2001,"FEBRERO",1126,303120
"1343",17,8.823529412,2001,"MARZO",NA,NA
"1344",17,8.823529412,2001,"ABRIL",383,91200
"1345",17,8.823529412,2001,"MAYO",1387,323385
"1346",17,8.823529412,2001,"JUNIO",487,116215
"1347",17,8.823529412,2001,"JULIO",2899,633915
"1348",17,8.823529412,2001,"AGOSTO",704,163860
"1349",17,8.823529412,2001,"SEPTIEMBRE",1916,471105
"1350",17,8.823529412,2001,"OCTUBRE",468,113730
"1351",17,8.823529412,2001,"NOVIEMBRE",1443,345785
"1352",17,8.823529412,2001,"DICIEMBRE",148,35520
"1353",17,8.823529412,2002,"ENERO",661,155280
"1354",17,8.823529412,2002,"FEBRERO",354,90610
"1355",17,8.823529412,2002,"ABRIL",476,118040
"1356",17,8.823529412,2002,"MAYO",2020,494290
"1357",17,8.823529412,2002,"JUNIO",100,24500
"1358",17,8.823529412,2002,"JULIO",1386,335850
"1359",17,8.823529412,2002,"AGOSTO",974,237925
"1360",17,8.823529412,2002,"SEPTIEMBRE",55,13750
"1361",17,8.823529412,2002,"OCTUBRE",2586,588930
"1362",17,8.823529412,2002,"NOVIEMBRE",518,127965
"1363",17,8.823529412,2002,"DICIEMBRE",899,212335
"1364",17,8.823529412,2003,"ENERO",442,116850
"1365",17,8.823529412,2003,"FEBRERO",1447,398970
"1366",17,8.823529412,2003,"MARZO",NA,NA
"1367",17,8.823529412,2003,"ABRIL",NA,NA
"1368",17,8.823529412,2003,"JULIO",3661,891640
"1369",17,8.823529412,2003,"AGOSTO",2211,543465
"1370",17,8.823529412,2003,"SEPTIEMBRE",430,116100
"1371",17,8.823529412,2003,"OCTUBRE",1823,478645
"1372",17,8.823529412,2003,"NOVIEMBRE",1232,330140
"1373",17,8.823529412,2003,"DICIEMBRE",676,182410
"1374",17,8.823529412,2004,"ENERO",1287,364615
"1375",17,8.823529412,2004,"FEBRERO",1665,483370
"1376",17,8.823529412,2004,"MARZO",NA,NA
"1377",17,8.823529412,2004,"ABRIL",NA,NA
"1378",17,8.823529412,2004,"JULIO",4266,1116530
"1379",17,8.823529412,2004,"AGOSTO",2518,685840
"1380",17,8.823529412,2004,"SEPTIEMBRE",2001,538085
"1381",17,8.823529412,2004,"OCTUBRE",2187,617765
"1382",17,8.823529412,2004,"NOVIEMBRE",1495,443795
"1383",17,8.823529412,2004,"DICIEMBRE",1277,366650
"1384",17,8.823529412,2005,"ENERO",1580,423080
"1385",17,8.823529412,2005,"FEBRERO",1835,574710
"1386",17,8.823529412,2005,"MARZO",NA,NA
"1387",17,8.823529412,2005,"ABRIL",NA,NA
"1388",17,8.823529412,2005,"JULIO",2561,736820
"1389",17,8.823529412,2005,"AGOSTO",2350,675185
"1390",17,8.823529412,2005,"SEPTIEMBRE",1650,502245
"1391",17,8.823529412,2005,"OCTUBRE",1194,340865
"1392",17,8.823529412,2005,"NOVIEMBRE",664,192565
"1393",17,8.823529412,2005,"DICIEMBRE",139,38900
"1394",17,8.823529412,2006,"ENERO",605,174965
"1395",17,8.823529412,2006,"FEBRERO",2866,786065
"1396",17,8.823529412,2006,"MARZO",NA,NA
"1397",17,8.823529412,2006,"AGOSTO",6185,1821880
"1398",17,8.823529412,2006,"SEPTIEMBRE",4239,1306280
"1399",17,8.823529412,2006,"OCTUBRE",1626,494490
"1400",17,8.823529412,2006,"NOVIEMBRE",1144,314005
"1401",17,8.823529412,2006,"DICIEMBRE",643,212170
"1402",17,8.823529412,2007,"ENERO",1388,463075
"1403",17,8.823529412,2007,"FEBRERO",2250,776693
"1404",17,8.823529412,2007,"MARZO",NA,NA
"1405",17,8.823529412,2007,"AGOSTO",5404,1846725
"1406",17,8.823529412,2007,"SEPTIEMBRE",204,83095
"1407",17,8.823529412,2007,"OCTUBRE",836,329615
"1408",17,8.823529412,2007,"NOVIEMBRE",990,377025
"1409",17,8.823529412,2007,"DICIEMBRE",2166,841120
"1410",17,8.823529412,2008,"ENERO",1870,731000
"1411",17,8.823529412,2008,"FEBRERO",837,340445
"1412",17,8.823529412,2008,"ABRIL",NA,NA
"1413",17,8.823529412,2008,"JULIO",2447,943695
"1414",17,8.823529412,2008,"AGOSTO",1297,518225
"1415",17,8.823529412,2008,"SEPTIEMBRE",1125,456050
"1416",17,8.823529412,2008,"OCTUBRE",829,328135
"1417",17,8.823529412,2008,"NOVIEMBRE",430,135540
"1418",17,8.823529412,2009,"ENERO",168,67200
"1419",17,8.823529412,2009,"FEBRERO",1127,458900
"1420",17,8.823529412,2009,"ABRIL",NA,NA
"1421",17,8.823529412,2009,"JULIO",2120,682190
"1422",17,8.823529412,2009,"AGOSTO",1753,571450
"1423",17,8.823529412,2009,"OCTUBRE",1146,352060
"1424",17,8.823529412,2009,"DICIEMBRE",179,49640
"1425",17,8.823529412,2010,"FEBRERO",1777,533320
"1426",17,8.823529412,2010,"ABRIL",NA,NA
"1427",17,8.823529412,2010,"JULIO",3094,958510
"1428",17,8.823529412,2010,"OCTUBRE",7711,1929160
"1429",17,8.823529412,2010,"NOVIEMBRE",942,270900
"1430",17,8.823529412,2011,"FEBRERO",6939,1512060
"1431",17,8.823529412,2011,"MAYO",NA,NA
"1432",17,8.823529412,2011,"OCTUBRE",12341,2669160
"1433",17,8.823529412,2011,"NOVIEMBRE",2911,654740
"1434",17,8.823529412,2011,"DICIEMBRE",1347,397145
"1435",17,8.823529412,2012,"ENERO",1981,448260
"1436",17,8.823529412,2012,"FEBRERO",2677,584625
"1437",17,8.823529412,2012,"JULIO",5281,1055430
"1438",17,8.823529412,2012,"SEPTIEMBRE",4484,1005925
"1439",17,8.823529412,2012,"OCTUBRE",4559,846480
"1440",17,8.823529412,2012,"NOVIEMBRE",3145,580230
"1441",17,8.823529412,2012,"DICIEMBRE",3110,543600
"1442",17,8.823529412,2013,"FEBRERO",2197,451525
"1443",17,8.823529412,2013,"MARZO",2597,496230
"1444",17,8.823529412,2013,"JULIO",6558,1407720
"1445",17,8.823529412,2013,"AGOSTO",3566,775610
"1446",17,8.823529412,2013,"SEPTIEMBRE",3679,798130
"1447",17,8.823529412,2013,"OCTUBRE",4753,955570
"1448",17,8.823529412,2013,"NOVIEMBRE",3406,795740
"1449",17,8.823529412,2013,"DICIEMBRE",1601,304190
"1450",17,8.823529412,2014,"ENERO",3306,755140
"1451",17,8.823529412,2014,"FEBRERO",3765,836675
"1452",17,8.823529412,2014,"JULIO",5964,1298505
"1453",17,8.823529412,2014,"SEPTIEMBRE",7452,1671050
"1454",17,8.823529412,2014,"NOVIEMBRE",5549,1316320
"1455",17,8.823529412,2014,"DICIEMBRE",3668,841800
"1456",17,8.823529412,2015,"ENERO",1690,429425
"1457",17,8.823529412,2015,"FEBRERO",2587,615075
"1458",17,8.823529412,2015,"JULIO",7328,2210510
"1459",17,8.823529412,2015,"AGOSTO",3748,1163635
"1460",17,8.823529412,2015,"SEPTIEMBRE",2207,731225
"1461",17,8.823529412,2015,"OCTUBRE",2735,886990
"1462",17,8.823529412,2015,"NOVIEMBRE",2918,898240
"1463",17,8.823529412,2015,"DICIEMBRE",1981,642680
"1464",17,8.823529412,2016,"ENERO",1313,413840
"1465",17,8.823529412,2016,"FEBRERO",3369,1199840
"1466",17,8.823529412,2016,"JULIO",8318,2774920
"1467",17,8.823529412,2016,"AGOSTO",3127,1081910
"1468",17,8.823529412,2016,"SEPTIEMBRE",3363,1176730
"1469",17,8.823529412,2016,"OCTUBRE",5363,1857000
"1470",17,8.823529412,2016,"NOVIEMBRE",2198,797770
"1471",17,8.823529412,2016,"DICIEMBRE",3527,1218650
"1472",18,7.647058824,2000,"ENERO",1149,99963
"1473",18,7.647058824,2000,"FEBRERO",2795,248165
"1474",18,7.647058824,2000,"MARZO",6667,644657
"1475",18,7.647058824,2000,"ABRIL",1539,139138
"1476",18,7.647058824,2000,"MAYO",6117,589293
"1477",18,7.647058824,2000,"JULIO",12406,1185396
"1478",18,7.647058824,2000,"AGOSTO",4923,455521
"1479",18,7.647058824,2000,"SEPTIEMBRE",4575,417538
"1480",18,7.647058824,2000,"OCTUBRE",5224,478758
"1481",18,7.647058824,2000,"NOVIEMBRE",3937,373789
"1482",18,7.647058824,2000,"DICIEMBRE",2063,190597
"1483",18,7.647058824,2001,"ENERO",2724,258021
"1484",18,7.647058824,2001,"FEBRERO",714,65688
"1485",18,7.647058824,2001,"MARZO",6392,632808
"1486",18,7.647058824,2001,"ABRIL",700,68866
"1487",18,7.647058824,2001,"MAYO",3821,378279
"1488",18,7.647058824,2001,"JUNIO",1370,133432
"1489",18,7.647058824,2001,"JULIO",6629,656271
"1490",18,7.647058824,2001,"AGOSTO",4471,442629
"1491",18,7.647058824,2001,"SEPTIEMBRE",3566,348148
"1492",18,7.647058824,2001,"OCTUBRE",4487,444213
"1493",18,7.647058824,2001,"NOVIEMBRE",5619,556281
"1494",18,7.647058824,2001,"DICIEMBRE",3256,322344
"1495",18,7.647058824,2002,"ENERO",1444,142956
"1496",18,7.647058824,2002,"FEBRERO",5004,495396
"1497",18,7.647058824,2002,"MARZO",2593,256707
"1498",18,7.647058824,2002,"ABRIL",368,36432
"1499",18,7.647058824,2002,"MAYO",7069,699831
"1500",18,7.647058824,2002,"JUNIO",144,14256
"1501",18,7.647058824,2002,"JULIO",10900,1079100
"1502",18,7.647058824,2002,"AGOSTO",6700,663300
"1503",18,7.647058824,2002,"SEPTIEMBRE",3579,354321
"1504",18,7.647058824,2002,"OCTUBRE",9070,897930
"1505",18,7.647058824,2002,"NOVIEMBRE",2846,281754
"1506",18,7.647058824,2002,"DICIEMBRE",6009,594891
"1507",18,7.647058824,2003,"ENERO",1049,103851
"1508",18,7.647058824,2003,"FEBRERO",742,73458
"1509",18,7.647058824,2003,"JULIO",7766,815430
"1510",18,7.647058824,2003,"AGOSTO",6307,662235
"1511",18,7.647058824,2003,"SEPTIEMBRE",3103,325815
"1512",18,7.647058824,2003,"OCTUBRE",1011,106155
"1513",18,7.647058824,2003,"NOVIEMBRE",1154,121170
"1514",18,7.647058824,2003,"DICIEMBRE",1076,112980
"1515",18,7.647058824,2004,"ENERO",1161,121905
"1516",18,7.647058824,2004,"FEBRERO",1335,140175
"1517",18,7.647058824,2004,"JULIO",20324,2499534
"1518",18,7.647058824,2004,"SEPTIEMBRE",9124,1126849
"1519",18,7.647058824,2004,"OCTUBRE",13756,1664476
"1520",18,7.647058824,2004,"NOVIEMBRE",2485,300685
"1521",18,7.647058824,2004,"DICIEMBRE",1525,184525
"1522",18,7.647058824,2005,"ENERO",1416,171336
"1523",18,7.647058824,2005,"FEBRERO",926,112046
"1524",18,7.647058824,2005,"JULIO",29620,3702500
"1525",18,7.647058824,2005,"AGOSTO",14755,1844375
"1526",18,7.647058824,2005,"SEPTIEMBRE",5046,630750
"1527",18,7.647058824,2005,"OCTUBRE",1795,224375
"1528",18,7.647058824,2006,"FEBRERO",9705,1364175
"1529",18,7.647058824,2006,"JULIO",14425,2163750
"1530",18,7.647058824,2006,"AGOSTO",3116,467400
"1531",18,7.647058824,2006,"SEPTIEMBRE",1756,263400
"1532",18,7.647058824,2006,"OCTUBRE",973,145950
"1533",18,7.647058824,2006,"NOVIEMBRE",2905,435750
"1534",18,7.647058824,2006,"DICIEMBRE",1361,204150
"1535",18,7.647058824,2007,"ENERO",741,111150
"1536",18,7.647058824,2007,"FEBRERO",410,61500
"1537",18,7.647058824,2007,"JULIO",20013,3702405
"1538",18,7.647058824,2007,"AGOSTO",7097,1354765
"1539",18,7.647058824,2007,"SEPTIEMBRE",3799,740805
"1540",18,7.647058824,2007,"OCTUBRE",2572,507214
"1541",18,7.647058824,2007,"NOVIEMBRE",3621,724200
"1542",18,7.647058824,2007,"DICIEMBRE",1678,337600
"1543",18,7.647058824,2008,"ENERO",2087,427835
"1544",18,7.647058824,2008,"JULIO",1000,210000
"1545",18,7.647058824,2008,"AGOSTO",8839,1856190
"1546",18,7.647058824,2008,"SEPTIEMBRE",674,141540
"1547",18,7.647058824,2008,"OCTUBRE",1536,322560
"1548",18,7.647058824,2008,"NOVIEMBRE",704,140800
"1549",18,7.647058824,2008,"DICIEMBRE",172,34400
"1550",18,7.647058824,2009,"ENERO",390,78000
"1551",18,7.647058824,2009,"FEBRERO",1281,256200
"1552",18,7.647058824,2009,"JULIO",8499,1444830
"1553",18,7.647058824,2009,"AGOSTO",4127,701590
"1554",18,7.647058824,2009,"SEPTIEMBRE",1015,175770
"1555",18,7.647058824,2009,"OCTUBRE",559,93550
"1556",18,7.647058824,2009,"NOVIEMBRE",2875,488750
"1557",18,7.647058824,2009,"DICIEMBRE",3611,613870
"1558",18,7.647058824,2010,"ENERO",244,37820
"1559",18,7.647058824,2010,"FEBRERO",1025,158875
"1560",18,7.647058824,2010,"JULIO",21833,3886274
"1561",18,7.647058824,2010,"AGOSTO",11140,1982920
"1562",18,7.647058824,2010,"SEPTIEMBRE",14140,2516920
"1563",18,7.647058824,2010,"OCTUBRE",4149,891890
"1564",18,7.647058824,2010,"NOVIEMBRE",6699,1205820
"1565",18,7.647058824,2010,"DICIEMBRE",2036,366480
"1566",18,7.647058824,2011,"ENERO",4580,824400
"1567",18,7.647058824,2011,"FEBRERO",4589,826020
"1568",18,7.647058824,2011,"JULIO",21328,3625760
"1569",18,7.647058824,2011,"AGOSTO",2954,509815
"1570",18,7.647058824,2011,"SEPTIEMBRE",418,73150
"1571",18,7.647058824,2011,"OCTUBRE",729,127575
"1572",18,7.647058824,2011,"NOVIEMBRE",954,166950
"1573",18,7.647058824,2011,"DICIEMBRE",672,117515
"1574",18,7.647058824,2012,"ENERO",50,8750
"1575",18,7.647058824,2012,"FEBRERO",1239,213575
"1576",18,7.647058824,2012,"MARZO",15,2625
"1577",18,7.647058824,2012,"JULIO",293,51275
"1578",18,7.647058824,2012,"AGOSTO",385,66715
"1579",18,7.647058824,2012,"SEPTIEMBRE",139,24325
"1580",18,7.647058824,2012,"OCTUBRE",131,22925
"1581",18,7.647058824,2012,"NOVIEMBRE",657,114975
"1582",18,7.647058824,2012,"DICIEMBRE",1009,176575
"1583",18,7.647058824,2013,"ENERO",613,110205
"1584",18,7.647058824,2013,"FEBRERO",1216,221798
"1585",18,7.647058824,2013,"ABRIL",NA,NA
"1586",18,7.647058824,2013,"MAYO",NA,NA
"1587",18,7.647058824,2013,"JULIO",38120,6859715
"1588",18,7.647058824,2013,"AGOSTO",27450,4952316
"1589",18,7.647058824,2013,"SEPTIEMBRE",3901,702180
"1590",18,7.647058824,2013,"OCTUBRE",6280,1130400
"1591",18,7.647058824,2013,"NOVIEMBRE",2700,630000
"1592",18,7.647058824,2013,"DICIEMBRE",NA,NA
"1593",18,7.647058824,2014,"ENERO",1700,306000
"1594",18,7.647058824,2014,"FEBRERO",300,54000
"1595",18,7.647058824,2014,"MARZO",117,21060
"1596",18,7.647058824,2014,"JULIO",17498,3237130
"1597",18,7.647058824,2014,"AGOSTO",9488,1755280
"1598",18,7.647058824,2014,"SEPTIEMBRE",14,2590
"1599",18,7.647058824,2014,"OCTUBRE",6310,1167350
"1600",18,7.647058824,2014,"NOVIEMBRE",1655,306175
"1601",18,7.647058824,2014,"DICIEMBRE",6368,1178080
"1602",18,7.647058824,2015,"ENERO",571,105635
"1603",18,7.647058824,2015,"FEBRERO",1558,288230
"1604",18,7.647058824,2015,"ABRIL",NA,NA
"1605",18,7.647058824,2015,"MAYO",NA,NA
"1606",18,7.647058824,2015,"JULIO",42921,8820705
"1607",18,7.647058824,2015,"AGOSTO",6894,1482210
"1608",18,7.647058824,2015,"SEPTIEMBRE",1916,411940
"1609",18,7.647058824,2015,"OCTUBRE",1507,324005
"1610",18,7.647058824,2015,"NOVIEMBRE",3010,647150
"1611",18,7.647058824,2015,"DICIEMBRE",1151,247465
"1612",18,7.647058824,2016,"ENERO",432,92880
"1613",18,7.647058824,2016,"FEBRERO",750,162930
"1614",18,7.647058824,2016,"JUNIO",NA,NA
"1615",18,7.647058824,2016,"JULIO",6889,3926730
"1616",18,7.647058824,2016,"AGOSTO",2174,1239180
"1617",18,7.647058824,2016,"SEPTIEMBRE",1271,633840
"1618",18,7.647058824,2016,"OCTUBRE",2097,597645
"1619",18,7.647058824,2016,"NOVIEMBRE",2024,576840
"1620",18,7.647058824,2016,"DICIEMBRE",2090,595650
"1621",19,4.901960784,2010,"SEPTIEMBRE",NA,NA
"1622",19,4.901960784,2011,"ABRIL",NA,NA
"1623",19,4.901960784,2011,"MAYO",NA,NA
"1624",19,4.901960784,2012,"FEBRERO",NA,NA
"1625",19,4.901960784,2012,"MARZO",NA,NA
"1626",19,4.901960784,2013,"ABRIL",NA,NA
"1627",19,4.901960784,2013,"MAYO",NA,NA
"1628",19,4.901960784,2013,"DICIEMBRE",NA,NA
"1629",19,4.901960784,2014,"FEBRERO",NA,NA
"1630",19,4.901960784,2014,"MARZO",NA,NA
"1631",19,4.901960784,2015,"ABRIL",NA,NA
"1632",19,4.901960784,2016,"JUNIO",NA,NA
"1633",20,7.843137255,2010,"MAYO",NA,NA
"1634",20,7.843137255,2013,"ABRIL",NA,NA
"1635",20,7.843137255,2014,"JULIO",NA,NA
"1636",20,7.843137255,2014,"AGOSTO",NA,NA
"1637",20,7.843137255,2014,"SEPTIEMBRE",NA,NA
"1638",20,7.843137255,2015,"ABRIL",NA,NA
"1639",20,7.843137255,2015,"MAYO",NA,NA
"1640",20,7.843137255,2015,"JUNIO",NA,NA
"1641",20,7.843137255,2015,"JULIO",NA,NA
"1642",20,7.843137255,2015,"AGOSTO",NA,NA
"1643",20,7.843137255,2015,"SEPTIEMBRE",NA,NA
"1644",20,7.843137255,2016,"MARZO",NA,NA
"1645",20,7.843137255,2016,"ABRIL",NA,NA
"1646",20,7.843137255,2016,"MAYO",NA,NA
"1647",21,5.882352941,2002,"ABRIL",NA,NA
"1648",21,5.882352941,2002,"SEPTIEMBRE",NA,NA
"1649",21,5.882352941,2003,"MAYO",NA,NA
"1650",21,5.882352941,2003,"JUNIO",NA,NA
"1651",21,5.882352941,2004,"JUNIO",NA,NA
"1652",21,5.882352941,2004,"JULIO",NA,NA
"1653",21,5.882352941,2006,"SEPTIEMBRE",NA,NA
"1654",21,5.882352941,2007,"MAYO",NA,NA
"1655",21,5.882352941,2007,"JUNIO",NA,NA
"1656",21,5.882352941,2007,"JULIO",NA,NA
"1657",21,5.882352941,2008,"MAYO",NA,NA
"1658",21,5.882352941,2008,"JUNIO",NA,NA
"1659",21,5.882352941,2008,"JULIO",NA,NA
"1660",21,5.882352941,2009,"MAYO",NA,NA
"1661",21,5.882352941,2012,"ABRIL",NA,NA
"1662",21,5.882352941,2012,"MAYO",NA,NA
"1663",22,7.450980392,2000,"ENERO",920,80040
"1664",22,7.450980392,2000,"FEBRERO",2282,207456
"1665",22,7.450980392,2000,"MARZO",3529,342313
"1666",22,7.450980392,2000,"ABRIL",4830,468250
"1667",22,7.450980392,2000,"JUNIO",2504,236268
"1668",22,7.450980392,2000,"JULIO",5558,528010
"1669",22,7.450980392,2000,"AGOSTO",1790,162858
"1670",22,7.450980392,2000,"SEPTIEMBRE",3710,350650
"1671",22,7.450980392,2000,"OCTUBRE",4905,449841
"1672",22,7.450980392,2000,"NOVIEMBRE",1428,133551
"1673",22,7.450980392,2000,"DICIEMBRE",187,17204
"1674",22,7.450980392,2001,"ENERO",623,57316
"1675",22,7.450980392,2001,"FEBRERO",2837,278938
"1676",22,7.450980392,2001,"MARZO",2450,242550
"1677",22,7.450980392,2001,"MAYO",2585,255915
"1678",22,7.450980392,2001,"JUNIO",563,55709
"1679",22,7.450980392,2001,"JULIO",6088,602712
"1680",22,7.450980392,2001,"AGOSTO",3152,312048
"1681",22,7.450980392,2001,"SEPTIEMBRE",2198,215971
"1682",22,7.450980392,2001,"OCTUBRE",3001,297099
"1683",22,7.450980392,2001,"NOVIEMBRE",3731,369369
"1684",22,7.450980392,2001,"DICIEMBRE",1178,116286
"1685",22,7.450980392,2002,"ENERO",792,78408
"1686",22,7.450980392,2002,"FEBRERO",4717,466983
"1687",22,7.450980392,2002,"MARZO",118,11682
"1688",22,7.450980392,2002,"ABRIL",1470,145530
"1689",22,7.450980392,2002,"MAYO",2199,217701
"1690",22,7.450980392,2002,"JUNIO",5538,548262
"1691",22,7.450980392,2002,"JULIO",6496,643104
"1692",22,7.450980392,2002,"AGOSTO",6083,602217
"1693",22,7.450980392,2002,"SEPTIEMBRE",1231,121869
"1694",22,7.450980392,2002,"OCTUBRE",6412,634788
"1695",22,7.450980392,2002,"NOVIEMBRE",6058,599742
"1696",22,7.450980392,2002,"DICIEMBRE",795,78705
"1697",22,7.450980392,2003,"ENERO",412,40788
"1698",22,7.450980392,2003,"FEBRERO",217,21483
"1699",22,7.450980392,2003,"JULIO",4383,460215
"1700",22,7.450980392,2003,"AGOSTO",4341,455805
"1701",22,7.450980392,2003,"SEPTIEMBRE",1721,180705
"1702",22,7.450980392,2003,"OCTUBRE",397,41591
"1703",22,7.450980392,2003,"NOVIEMBRE",639,67095
"1704",22,7.450980392,2003,"DICIEMBRE",364,38220
"1705",22,7.450980392,2004,"ENERO",547,57435
"1706",22,7.450980392,2004,"FEBRERO",605,63525
"1707",22,7.450980392,2004,"JULIO",15015,1844232
"1708",22,7.450980392,2004,"AGOSTO",4378,525360
"1709",22,7.450980392,2004,"SEPTIEMBRE",3755,450600
"1710",22,7.450980392,2004,"OCTUBRE",4070,488400
"1711",22,7.450980392,2004,"NOVIEMBRE",1425,171000
"1712",22,7.450980392,2004,"DICIEMBRE",351,42120
"1713",22,7.450980392,2005,"ENERO",791,94920
"1714",22,7.450980392,2005,"FEBRERO",339,40680
"1715",22,7.450980392,2005,"JULIO",19494,2436750
"1716",22,7.450980392,2005,"AGOSTO",6625,828125
"1717",22,7.450980392,2005,"SEPTIEMBRE",5460,682500
"1718",22,7.450980392,2005,"OCTUBRE",1372,171500
"1719",22,7.450980392,2005,"NOVIEMBRE",3060,382500
"1720",22,7.450980392,2005,"DICIEMBRE",1569,235350
"1721",22,7.450980392,2006,"ENERO",1215,182250
"1722",22,7.450980392,2006,"FEBRERO",249,37350
"1723",22,7.450980392,2006,"JULIO",10538,1926900
"1724",22,7.450980392,2006,"AGOSTO",3265,519150
"1725",22,7.450980392,2006,"SEPTIEMBRE",1692,253800
"1726",22,7.450980392,2006,"OCTUBRE",959,143850
"1727",22,7.450980392,2006,"NOVIEMBRE",647,97050
"1728",22,7.450980392,2006,"DICIEMBRE",1380,207000
"1729",22,7.450980392,2007,"ENERO",279,41850
"1730",22,7.450980392,2007,"FEBRERO",472,70800
"1731",22,7.450980392,2007,"JULIO",17967,3323895
"1732",22,7.450980392,2007,"AGOSTO",3991,756630
"1733",22,7.450980392,2007,"SEPTIEMBRE",4197,818415
"1734",22,7.450980392,2007,"OCTUBRE",1632,318240
"1735",22,7.450980392,2007,"NOVIEMBRE",2055,411000
"1736",22,7.450980392,2007,"DICIEMBRE",1470,299350
"1737",22,7.450980392,2008,"ENERO",733,150265
"1738",22,7.450980392,2008,"FEBRERO",248,50840
"1739",22,7.450980392,2008,"JULIO",846,177660
"1740",22,7.450980392,2008,"AGOSTO",4294,901740
"1741",22,7.450980392,2008,"SEPTIEMBRE",238,49980
"1742",22,7.450980392,2008,"OCTUBRE",120,25200
"1743",22,7.450980392,2008,"NOVIEMBRE",820,172200
"1744",22,7.450980392,2009,"ENERO",410,82000
"1745",22,7.450980392,2009,"FEBRERO",167,33400
"1746",22,7.450980392,2009,"JULIO",1340,227800
"1747",22,7.450980392,2009,"AGOSTO",3585,609450
"1748",22,7.450980392,2009,"SEPTIEMBRE",440,74800
"1749",22,7.450980392,2009,"OCTUBRE",280,47200
"1750",22,7.450980392,2009,"NOVIEMBRE",1378,234260
"1751",22,7.450980392,2009,"DICIEMBRE",400,68000
"1752",22,7.450980392,2010,"FEBRERO",2201,341155
